# LAMMPS data file written by OVITO Basic 3.2.1
24050 atoms
2 atom types
-150.0 150.0 xlo xhi
-150.0 150.0 ylo yhi
-150.0 150.0 zlo zhi

Atoms  # atomic

18925 1 -24.4546563356 -0.7780453051 -23.9951971052
17930 1 -27.1105747444 -2.2027496722 -23.7571609952
22681 2 -23.1463557508 -1.6669019634 -25.0047330604
5860 1 -19.9994665322 -0.8675162864 -24.1690252676
14923 1 -22.460526878 -2.5267870396 -23.576742045
2619 1 -22.3720666658 -0.4344199617 -26.3795170184
7650 2 -18.7020125248 -2.0252375446 -25.4466006183
17725 1 -15.8680123069 -0.5554014491 -24.1647788425
2274 1 -17.9324530435 -2.8258996382 -23.8576558394
11579 2 -14.6445227657 -1.5729685894 -25.1170400007
17962 1 -17.7589232191 -0.8257193742 -26.3027200784
12565 1 -11.1788828057 -0.7552263246 -23.8004532582
12907 1 -13.5526375708 -0.2858080059 -25.9221285086
6733 2 -10.2155393894 -1.6577088168 -25.0594958919
20252 1 -13.4586130322 -2.5092342871 -24.0423496614
15040 1 -8.8259553233 -0.8204648589 -25.9783927095
5421 1 -8.9822050286 -2.7073364762 -23.9965189004
16494 2 -5.7971585446 -1.968436523 -25.1958014574
4310 1 -6.8358845755 -0.9604252737 -23.7830461766
2437 1 -4.7875761928 -2.9452053501 -23.8950248058
9211 1 -5.0118704217 -0.6280834999 -26.1440031309
9692 2 -1.3438747957 -1.8550442983 -25.0974601478
2717 1 -2.2521731413 -0.8725134033 -23.9768984298
13362 1 -0.3087133884 -0.598952131 -26.1762884101
19203 1 -0.1660242782 -3.0544775331 -23.8968739087
6636 2 3.2540678313 -1.4636508856 -24.6818830279
13872 1 2.0830689778 -0.5402545097 -23.891542202
5814 1 4.0359408394 -0.5700386237 -26.0246132377
6478 1 3.9979105283 -2.6787578263 -23.5117336743
20477 1 6.5220639191 -0.5840877544 -23.928863681
22025 2 7.7451502912 -1.8841747165 -24.7439514736
10028 1 8.4278073075 -3.1928033613 -23.7656045279
18740 1 8.4858509902 -0.6510031929 -25.7652401213
982 2 12.2129382337 -1.9200742682 -25.0006103675
18442 1 13.1887944374 -3.1945395236 -23.9510034685
7375 1 11.0743227926 -0.7436749592 -23.7818731176
20348 1 12.9816728847 -0.523862232 -25.7347905477
15529 2 16.8138203187 -1.8865382162 -25.3484800088
12173 1 17.4908361587 -3.1578745205 -24.1482058461
8657 1 15.6900302632 -1.0699570814 -24.2542356394
12932 1 17.5232354412 -0.5945003202 -26.4817886098
16207 2 20.802924588 -2.2719628917 -25.2869639766
9072 1 21.7058271548 -3.0801177058 -23.785978964
11978 1 19.5352746498 -1.0092476682 -24.2525247591
